document,entities,intent
"I will take the University Arms Hotel, please. I would like it booked for 4 nights on Friday. There are 5 people in my group.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay', 'hotel-name']",book_hotel
Not at this time thank you.,[],NONE
"Yes, hello. I interested in finding a 0-star hotel in the centre please","['hotel-area', 'hotel-stars']",find_hotel
I don't need free parking.,['hotel-parking'],find_hotel
"Cheap one. Book it for 2 people, 2 nights starting from Wednesday. Reference number.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay', 'hotel-pricerange']",book_hotel
Thank you. Can you help me out in finding an indian restaurant in town?,[],book_hotel
"Yes, I need the expensive price range please.",[],NONE
There is not a certain part of town. But I will need a table for 2 people on Wednesdat at 13:30.,[],NONE
"That should be all, Thank you very much.",[],NONE
"I'm looking for a certain hotel someone recommended, I think it's called the Gonville?",['hotel-name'],find_hotel
"Yes, please, I need a room for 3 nights for one person, starting on Saturday.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
How about a different hotel in the same price range please?,"['hotel-area', 'hotel-pricerange', 'hotel-type']",book_hotel
Is that rated similar to the other one?,[],book_hotel
Yes please boook me that one.,[],book_hotel
No thank you. You have been very helpful with all your assistance.,[],NONE
i want to go to a museum in the west area of the town.,[],NONE
Can you list 2 of them for me to choose from? Thanks,[],NONE
May I get the phone number and Postcode for the Cafe Jello Gallery?,[],NONE
I am also looking for the Warkworth House. What area is that in?,['hotel-name'],find_hotel
"Yes please. I need it for 1 person, 2 nights starting on Monday please.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Thank you so much for your help.,[],NONE
No that is it. Thank you.,[],NONE
Is there a cinema in the West area?,[],find_hotel
Too bad. How about museums? Can you recommend one for me?,[],NONE
"Yes I would. Can you give me the address, post code, and phone number for that museum?",[],NONE
Thanks. i also am looking for a place to stay with free wifi and free parking.,"['hotel-internet', 'hotel-parking']",find_hotel
I would like to stay in the West as well.,['hotel-area'],find_hotel
"Oh, any of them will do. Let's book it for 3 people for 5 nights starting Wednesday.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Will a two night stay work? If that works go then ahead and give me the reference number.,[],book_hotel
I think that's it! Have a nice day!,[],book_hotel
Thank you for your help. Good bye.,[],NONE
Hi. I'm looking for a particular hotel if you could help me with that?,[],find_hotel
It's called the A and B Guesthouse. I'd like a 5 night stay for 4 starting on Monday. Can I get a reference #? Thanks!,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay', 'hotel-name']",book_hotel
Yes I would also like a place to dine in the north that serves asian oriental food.,[],NONE
"No, just needs to be in the North and serve that food.",[],NONE
Yes. I would like to book a table for four on Monday at 16:15.,[],book_hotel
"That was all I needed today, thank you.",[],NONE
I need to book a train from bishops stortford to Cambridge on Saturday arriving in Cambridge before 12:30.,[],NONE
I actually need to leave after 20:30 on Friday. So whatever is closest to that time will be fine.,[],find_hotel
Yes that works. Can you book it for 5 people and send me the reference number?,[],NONE
Thanks! Can you also check and see what 3-star guesthouses you have?,"['hotel-stars', 'hotel-type']",find_hotel
"The east part of town, it should also include free wifi.","['hotel-area', 'hotel-internet']",find_hotel
"Yes, are there any 3 star guesthouses in the west that include free wifi?",[],find_hotel
"Okay, I need a hotel for same group of people for two nights starting Friday, and I'll need reference number, please.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
"That sounds perfect, I think that's all I need today. Thanks so much for your help.",[],NONE
I'm looking for a guesthouse to stay in that includes free wi-fi.,"['hotel-internet', 'hotel-type']",find_hotel
It should be in the moderate price range with free parking,"['hotel-parking', 'hotel-pricerange']",find_hotel
Yes please book it for 2 people and 4 nights starting from sunday.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
"Yes, that's perfect! Thank you so much for your help.",[],book_hotel
I'm looking for a train going to kings lynn.,[],NONE
On sunday. I'd like to arrive by 09:45.,[],NONE
Yes. Make booking for 3 people and can I have a refernce number?,[],NONE
I also need a guesthouse with free wifi. Can you help me find one?,"['hotel-internet', 'hotel-type']",find_hotel
I would like to stay on the south.,['hotel-area'],find_hotel
Is there a guesthouse that doesn't have free parking?,['hotel-parking'],find_hotel
ok book me one for the same group of people and 4 nights starting from wednesday,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
That is all. Thanks so much!,[],book_hotel
"Hello, I am looking forward to seeing some local attractions in the Centre. Do you have any recommendations?",[],find_hotel
No particular attraction in mind. What do you recommend?,[],NONE
I don't mind I just will need their address when you have chosen one.,[],NONE
I am also looking for a place to stay. The hotel should include free wifi and should be in the same area as the attraction.,"['hotel-area', 'hotel-internet', 'hotel-parking']",find_hotel
"I'd prefer a hotel, it doesn't need to have parking as I'll be taking the train into town.",['hotel-type'],find_hotel
No. Which one do you recommend?,[],find_hotel
That will be great. I'll need to book it for Sunday. We will be staying 3 nights and it's 8 people.,[],find_hotel
yes please book,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
That is everything I need.,[],book_hotel
"Hi, I'm looking for some kind of entertainment in Cambridge?",[],NONE
"Great, thanks! Do I have any other entertainment options?",[],NONE
The whale of time sounds great. I also need a place to stay that has free internet and in the west.,"['hotel-area', 'hotel-internet']",find_hotel
A 4 star rating please.,['hotel-stars'],find_hotel
I would like the moderate price range.,['hotel-pricerange'],find_hotel
Can you try looking in the north?,[],find_hotel
Perfect. I need 5 nights for 6 people starting on Wednesday. Could I have the reference number after booking?,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
"Yes, I'll need a taxi to get to the hotel from whale of a time. I need it to leave by 06:00",[],NONE
"No thanks, that's all I needed. Have a good day.",[],NONE
Can you give me some information on the Worth House?,['hotel-name'],find_hotel
i want to book the hotel for two people and five nights starting from monday,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay', 'hotel-type']",book_hotel
Thanks so much for the help.,[],NONE
"Great, thanks. Can you also recommend something fun to do in the south part of town?",[],NONE
I'd like to take a stroll at a park.,[],NONE
can i get the phone number for wandlebury country park?,[],NONE
Also what car type is it?,[],NONE
"Sorry to confuse. Yes, can I book a taxi from Wandlebury Country Park to Warkworth House. I want to leave by 11:30.",[],NONE
No thank you have a nice day.,[],NONE
I'm looking for a place to stay with free wifi. Find me a hotel like that with a star of 4.,"['hotel-internet', 'hotel-stars', 'hotel-type']",find_hotel
I would like to stay in the south please.,['hotel-area'],find_hotel
"Can you double check for a 4 star, south area hotel with free wifi and parking please?",['hotel-parking'],find_hotel
"Okay, thanks. I'm also looking for a train for Friday.",[],NONE
I am looking for an attraction called King's College.,[],NONE
Thank you very much. Can you give me the postcode?,[],NONE
I also need a place to stay.,['hotel-area'],find_hotel
"I would like a hotel with 4-stars. Also, an expensive one.","['hotel-pricerange', 'hotel-stars', 'hotel-type']",find_hotel
No that will be all the info I need thank you.,[],NONE
I need to find a moderate priced hotel to stay at.,['hotel-pricerange'],find_hotel
in the south are of town.,['hotel-area'],find_hotel
Does it have free parking?,['hotel-parking'],find_hotel
"Yes, on Tuesday for 3 people 3 nights.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
thanks for your time and services,[],NONE
Hello! Are there any chinese restaurants in the centre?,[],NONE
"Cheap price range, please!",[],find_hotel
Great! Can you book me a table for 5 on Thursday?,[],find_hotel
Please try for 12:30.,[],NONE
Yes let's try making a reservation for 5 people on Thursday at 12:30.,[],find_hotel
"No, a moderate restaurant isn't really what I wanted. Can you find a cheap Chinese restaurant for me?",[],find_hotel
Any of those options would be fine,[],NONE
Okay I would like to book a table for 5 people at 12:30 on Sunday.,[],NONE
Okay please check at 11:30 instead.,[],NONE
Ok. Let's try Charlie Chan instead.,[],NONE
"If you can book me a table for 5 at one of the other cheap Chinese restaurants at 12:30 (or 11:30) on Thursday, that would be fine. Can you try that?",[],find_hotel
No it must be in the Centre. Is there any other chinese place open in the Centre on Thursday?,[],find_hotel
Any other Chinese restaurants in a different price range?,[],NONE
"All right, just for fun, let's try one of those (though I expect they will not work either!).",[],NONE
"Well, maybe you'll have better luck finding me a place to stay. I'm looking for something cheap, but still 4-star quality.","['hotel-pricerange', 'hotel-stars']",find_hotel
Only other thing I would like is free parking.,['hotel-parking'],find_hotel
Not really. Can you see if any of them are available for 4 nights starting from Thursday? It's for 5 people.,"['hotel-area', 'hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
"Man, we are just not having much luck tonight, huh? Okay, can you see if there are any available for one night?",[],book_hotel
Thank you. that is all for today.,[],book_hotel
"No, that is all I need. Thank you!",[],NONE
Don't sweat it. Thank you and Goodbye.,[],NONE
"Yes, I am traveling to cambridge and would like to know about museums in the area.",[],NONE
"No, there isn't. Could you recommend one?",[],NONE
